,段起点,段止点,w
12345,浦东南路,震修支,0.17080310026385226
12346,震修支,浦城路,0.3
12347,浦城路,福康北,0.2999720547726456
12348,福康北,渡口,0.3
12349,居家桥路,德平路,0.31246428014755545
12350,德平路,罗山路,0.3124712907671107
12351,罗山路,崮山路,0.23040906005991596
12352,崮山路,泾南路,0.23536601832045878
12353,枣庄路,金口路,0.2724686545148035
12354,金口路,云山路,0.2724252491694352
12355,云山路,居家桥路,0.2723957146113517
12356,崂山西路,小石桥路,0.5114990930292822
12357,文康路,周市路,0.2553191489361702
12358,金新路,金藏路,0.3204097714736013
12359,金科路,金新路,0.3
12360,谐安路,张杨北路,0.31401869158878504
12361,万和路,茂盛路,0.5
12362,万祥街,万和路,0.5
12363,茂盛路,宏祥路,0.5
12364,汇民路,爱民路,0.0
12365,一号河桥,汇民路,0.0
12366,爱民路,川南奉公,0.0
12367,育才路,周浦建设路,0.0
12368,周浦建设路,剧院路,0.17092944191641823
12369,后长街,杨思路,0.1963470319634703
12370,周浦建设路,镇北126,0.0
12371,周祝公,南六港,0.0
12372,鹿溪五队,周祝公,0.0
12373,永春东路17号,永宁东路,0.0
12374,张杨路,小区,0.0
12375,文卫新村,创业路,0.0
12376,人民东路,华源路,0.3191489361702128
12377,人民东路,拱极路,0.3191489361702128
12378,川银路,妙境路,0.0
12379,杨思路,杨思南街,0.2105214667403722
12380,杨思南街,马家宅,0.23032709792036785
12381,川沙,利航,0.5
12382,利航,妙境北,0.5669308120047275
12383,科苑路,哥白尼路,0.14038349282230467
12384,文体路,南门大街,0.42857142857142855
12385,公安路,香光路,0.0
12386,南门大街,公安路,0.4095318431041755
12387,香光路,城基路,0.27878637154936586
12388,东城壕路,场署街,0.0
12389,场署街,南市街、乔家弄,0.0
12390,南市街、乔家弄,北市街,0.0
12391,永乐路,航头西市街,0.0
12392,航塘路,航头航中路,0.4708846584546473
12393,航头航中路,永乐路,0.48086124401913877
12394,高新路,创业路,0.0
12395,沪南公路,众安路桥,0.2710843373493976
12396,众安路桥,众安路桥,0.3229166666666667
12397,众安路桥,新环北路东段,0.32291666666666663
12398,新环北路东段,北一路,0.1566530702237901
12399,南塘街,南塘街92号,0.0
12400,南北大街,南塘街,0.0
12401,周东路,姚桥村,0.0
12402,川周公,关岳路,0.375
12403,关岳路,东八灶,0.375
12404,川周公路,盐船港桥,0.03107505997943562
12405,世博大道,博成路,0.4
12406,博成路,国展路,0.4
12407,国展路,雪野二路,0.4
12408,雪野二路,耀华路,0.4
12409,上南路,横桥路,0.46153846153846156
12410,横桥路,周祝公路,0.4761909176450957
12411,金银河路,瓦屑街,0.0
12412,百狼北口,牧场路,0.0
12413,牧场路,金银河路,0.0
12414,周祝公,交管站,0.0
12415,瓦屑街,周浦振兴,0.0
12416,周浦振兴,西南,0.0
12417,西南,周祝公,0.0
12418,周西,梓橦村,0.375
12419,康沈路,周西,0.375
12420,川周公,康桥中大街,0.0
12421,笔化厂,川周公,0.0
12422,康桥中大街,年家浜路,0.0
12423,年家浜路,祝家港路,0.3311245740249905
12424,周祝公路,横桥路,0.4310302793895363
12425,向城路,浦电路,0.4279599792808266
12426,关岳路,赵沟浜,0.4444444444444444
12427,赵沟浜,年家浜路,0.375
12428,川周公,关岳路,0.47368421052631576
12429,金三路,川南奉公,0.3404255319148936
12430,百熙路,金三路,0.34080999790155986
12431,康沈路,东南三村,0.3225806451612903
12432,周东路,周园路,0.28969810806307467
12433,明星村17组桥,周祝公,0.0
12434,祝东桥,川南奉公,0.0
12435,南北街,南塘街,0.0
12436,川南奉公,南北街,0.0
12437,周祝公,祝桥西市街,0.0
12438,祝桥西市街,共青路54号,0.0
12439,祝桥共青路,西市街100号,0.0
12440,南塘街92号,祝桥共青路,0.0
12441,北市街,川沙,0.0
12442,川南奉公,生产资料河浜,0.0
12443,工商所,川南奉公,0.4479166666666667
12444,王新街,界浜路,0.0
12445,界浜路,季景北路,0.0
12446,南六公,园林路,0.0
12447,园林路,鹿溪路,0.0
12448,丁香路,迎春路,0.1919748229740362
12449,迎春路,锦绣路,0.19123505976095617
12450,张杨北路,繁锦路,0.3605665093029714
12451,繁锦路,芳湄路,0.3770916685538864
12452,银柳路,翠柏路,0.2978723404255319
12453,翠柏路,碧桃路,0.30051508462104487
12454,昌里东路,南码头路,0.34146341463414637
12455,南码头路,成山路,0.34146341463414637
12456,成山路,纬六路,0.33969465648854963
12457,张东,盛夏路,0.2618815688285055
12458,盛夏路,申江路,0.23821039903264812
12459,张江,高斯路,0.21071155221520974
12460,高斯路,哈雷路,0.2564009010438148
12461,哈雷路,金科,0.2232419283502875
12462,金科,居里路,0.25360601216397477
12463,居里路,牛顿路,0.2393913037791743
12464,牛顿路,科苑路,0.30373450433295773
12465,科苑路,松涛路,0.3395236032914682
12466,松涛路,碧波路,0.2787279737107667
12467,碧波路,景明,0.25014261266400456
12468,景明,三八河桥,0.0
12469,三八河桥,王家浜桥,0.0
12470,王家浜桥,罗山,0.0
12471,申江路,广兰路,0.2413793103448276
12472,芳春路,张东路,0.23838589352322823
12473,广兰路,张江路,0.24136043249161707
12474,金桥路,泵站,0.0
12475,泵站,浦东大道,0.0
